Place Name,Day,Aria Label
MUSEUM OF ICE CREAM SINGAPORE,Wednesday,0% busy at 8 pm.
MUSEUM OF ICE CREAM SINGAPORE,Wednesday,0% busy at 9 pm.
MUSEUM OF ICE CREAM SINGAPORE,Wednesday,0% busy at 10 pm.
MUSEUM OF ICE CREAM SINGAPORE,Wednesday,0% busy at 11 pm.
MUSEUM OF ICE CREAM SINGAPORE,Thursday,0% busy at 6 am.
MUSEUM OF ICE CREAM SINGAPORE,Thursday,0% busy at 7 am.
MUSEUM OF ICE CREAM SINGAPORE,Thursday,0% busy at 8 am.
MUSEUM OF ICE CREAM SINGAPORE,Thursday,0% busy at 9 am.
MUSEUM OF ICE CREAM SINGAPORE,Thursday,45% busy at 10 am.
MUSEUM OF ICE CREAM SINGAPORE,Thursday,61% busy at 11 am.
MUSEUM OF ICE CREAM SINGAPORE,Thursday,70% busy at 12 pm.
MUSEUM OF ICE CREAM SINGAPORE,Thursday,74% busy at 1 pm.
MUSEUM OF ICE CREAM SINGAPORE,Thursday,77% busy at 2 pm.
MUSEUM OF ICE CREAM SINGAPORE,Thursday,77% busy at 3 pm.
MUSEUM OF ICE CREAM SINGAPORE,Thursday,73% busy at 4 pm.
MUSEUM OF ICE CREAM SINGAPORE,Thursday,67% busy at 5 pm.
MUSEUM OF ICE CREAM SINGAPORE,Thursday,57% busy at 6 pm.
MUSEUM OF ICE CREAM SINGAPORE,Thursday,0% busy at 7 pm.
MUSEUM OF ICE CREAM SINGAPORE,Thursday,0% busy at 8 pm.
MUSEUM OF ICE CREAM SINGAPORE,Thursday,0% busy at 9 pm.
MUSEUM OF ICE CREAM SINGAPORE,Thursday,0% busy at 10 pm.
MUSEUM OF ICE CREAM SINGAPORE,Thursday,0% busy at 11 pm.
MUSEUM OF ICE CREAM SINGAPORE,Friday,0% busy at 6 am.
MUSEUM OF ICE CREAM SINGAPORE,Friday,0% busy at 7 am.
MUSEUM OF ICE CREAM SINGAPORE,Friday,0% busy at 8 am.
MUSEUM OF ICE CREAM SINGAPORE,Friday,0% busy at 9 am.
MUSEUM OF ICE CREAM SINGAPORE,Friday,60% busy at 10 am.
MUSEUM OF ICE CREAM SINGAPORE,Friday,77% busy at 11 am.
MUSEUM OF ICE CREAM SINGAPORE,Friday,88% busy at 12 pm.
MUSEUM OF ICE CREAM SINGAPORE,Friday,93% busy at 1 pm.
MUSEUM OF ICE CREAM SINGAPORE,Friday,98% busy at 2 pm.
MUSEUM OF ICE CREAM SINGAPORE,Friday,100% busy at 3 pm.
MUSEUM OF ICE CREAM SINGAPORE,Friday,97% busy at 4 pm.
MUSEUM OF ICE CREAM SINGAPORE,Friday,85% busy at 5 pm.
MUSEUM OF ICE CREAM SINGAPORE,Friday,70% busy at 6 pm.
MUSEUM OF ICE CREAM SINGAPORE,Friday,0% busy at 7 pm.
MUSEUM OF ICE CREAM SINGAPORE,Friday,0% busy at 8 pm.
MUSEUM OF ICE CREAM SINGAPORE,Friday,0% busy at 9 pm.
MUSEUM OF ICE CREAM SINGAPORE,Friday,0% busy at 10 pm.
MUSEUM OF ICE CREAM SINGAPORE,Friday,0% busy at 11 pm.
Jewel Changi Airport,Sunday,12% busy at 4 am.
Jewel Changi Airport,Sunday,16% busy at 5 am.
Jewel Changi Airport,Sunday,20% busy at 6 am.
Jewel Changi Airport,Sunday,25% busy at 7 am.
Jewel Changi Airport,Sunday,30% busy at 8 am.
Jewel Changi Airport,Sunday,36% busy at 9 am.
Jewel Changi Airport,Sunday,44% busy at 10 am.
Jewel Changi Airport,Sunday,55% busy at 11 am.
Jewel Changi Airport,Sunday,67% busy at 12 pm.
Jewel Changi Airport,Sunday,76% busy at 1 pm.
Jewel Changi Airport,Sunday,81% busy at 2 pm.
Jewel Changi Airport,Sunday,83% busy at 3 pm.
Jewel Changi Airport,Sunday,84% busy at 4 pm.
Jewel Changi Airport,Sunday,"Currently 81% busy, usually 87% busy."
Jewel Changi Airport,Sunday,90% busy at 6 pm.
Jewel Changi Airport,Sunday,89% busy at 7 pm.
Jewel Changi Airport,Sunday,80% busy at 8 pm.
Jewel Changi Airport,Sunday,68% busy at 9 pm.
Jewel Changi Airport,Sunday,56% busy at 10 pm.
Jewel Changi Airport,Sunday,46% busy at 11 pm.
Jewel Changi Airport,Sunday,31% busy at 12 am.
Jewel Changi Airport,Sunday,20% busy at 1 am.
Jewel Changi Airport,Sunday,13% busy at 2 am.
Jewel Changi Airport,Sunday,11% busy at 3 am.
Jewel Changi Airport,Monday,12% busy at 4 am.
Jewel Changi Airport,Monday,16% busy at 5 am.
Jewel Changi Airport,Monday,21% busy at 6 am.
Jewel Changi Airport,Monday,26% busy at 7 am.
Jewel Changi Airport,Monday,29% busy at 8 am.
Jewel Changi Airport,Monday,32% busy at 9 am.
Jewel Changi Airport,Monday,36% busy at 10 am.
Jewel Changi Airport,Monday,43% busy at 11 am.
Jewel Changi Airport,Monday,50% busy at 12 pm.
Jewel Changi Airport,Monday,54% busy at 1 pm.
Jewel Changi Airport,Monday,55% busy at 2 pm.
Jewel Changi Airport,Monday,54% busy at 3 pm.
Jewel Changi Airport,Monday,55% busy at 4 pm.
Jewel Changi Airport,Monday,56% busy at 5 pm.
Jewel Changi Airport,Monday,60% busy at 6 pm.
Jewel Changi Airport,Monday,62% busy at 7 pm.
Jewel Changi Airport,Monday,61% busy at 8 pm.
Jewel Changi Airport,Monday,57% busy at 9 pm.
Jewel Changi Airport,Monday,52% busy at 10 pm.
Jewel Changi Airport,Monday,45% busy at 11 pm.
Jewel Changi Airport,Monday,30% busy at 12 am.
Jewel Changi Airport,Monday,19% busy at 1 am.
Jewel Changi Airport,Monday,12% busy at 2 am.
Jewel Changi Airport,Monday,10% busy at 3 am.
Jewel Changi Airport,Tuesday,11% busy at 4 am.
Jewel Changi Airport,Tuesday,15% busy at 5 am.
Jewel Changi Airport,Tuesday,19% busy at 6 am.
Jewel Changi Airport,Tuesday,23% busy at 7 am.
Jewel Changi Airport,Tuesday,26% busy at 8 am.
Jewel Changi Airport,Tuesday,30% busy at 9 am.
Jewel Changi Airport,Tuesday,35% busy at 10 am.
Jewel Changi Airport,Tuesday,41% busy at 11 am.
Jewel Changi Airport,Tuesday,48% busy at 12 pm.
Jewel Changi Airport,Tuesday,52% busy at 1 pm.
Jewel Changi Airport,Tuesday,54% busy at 2 pm.
Jewel Changi Airport,Tuesday,54% busy at 3 pm.
Jewel Changi Airport,Tuesday,54% busy at 4 pm.
Jewel Changi Airport,Tuesday,56% busy at 5 pm.
Jewel Changi Airport,Tuesday,59% busy at 6 pm.
Jewel Changi Airport,Tuesday,60% busy at 7 pm.
Jewel Changi Airport,Tuesday,60% busy at 8 pm.
Jewel Changi Airport,Tuesday,56% busy at 9 pm.
Jewel Changi Airport,Tuesday,50% busy at 10 pm.
Jewel Changi Airport,Tuesday,43% busy at 11 pm.
Jewel Changi Airport,Tuesday,29% busy at 12 am.
Jewel Changi Airport,Tuesday,18% busy at 1 am.
Jewel Changi Airport,Tuesday,12% busy at 2 am.
Jewel Changi Airport,Tuesday,10% busy at 3 am.
Jewel Changi Airport,Wednesday,12% busy at 4 am.
Jewel Changi Airport,Wednesday,16% busy at 5 am.
Jewel Changi Airport,Wednesday,21% busy at 6 am.
Jewel Changi Airport,Wednesday,25% busy at 7 am.
Jewel Changi Airport,Wednesday,27% busy at 8 am.
Jewel Changi Airport,Wednesday,30% busy at 9 am.
Jewel Changi Airport,Wednesday,35% busy at 10 am.
Jewel Changi Airport,Wednesday,42% busy at 11 am.
Jewel Changi Airport,Wednesday,50% busy at 12 pm.
Jewel Changi Airport,Wednesday,55% busy at 1 pm.
Jewel Changi Airport,Wednesday,56% busy at 2 pm.
Jewel Changi Airport,Wednesday,55% busy at 3 pm.
Jewel Changi Airport,Wednesday,55% busy at 4 pm.
Jewel Changi Airport,Wednesday,57% busy at 5 pm.
Jewel Changi Airport,Wednesday,61% busy at 6 pm.
Jewel Changi Airport,Wednesday,64% busy at 7 pm.
Jewel Changi Airport,Wednesday,62% busy at 8 pm.
Jewel Changi Airport,Wednesday,58% busy at 9 pm.
Jewel Changi Airport,Wednesday,51% busy at 10 pm.
Jewel Changi Airport,Wednesday,44% busy at 11 pm.
Jewel Changi Airport,Wednesday,30% busy at 12 am.
Jewel Changi Airport,Wednesday,18% busy at 1 am.
Jewel Changi Airport,Wednesday,11% busy at 2 am.
Jewel Changi Airport,Wednesday,10% busy at 3 am.
Jewel Changi Airport,Thursday,13% busy at 4 am.
Jewel Changi Airport,Thursday,17% busy at 5 am.
Jewel Changi Airport,Thursday,22% busy at 6 am.
Jewel Changi Airport,Thursday,26% busy at 7 am.
Jewel Changi Airport,Thursday,29% busy at 8 am.
Jewel Changi Airport,Thursday,32% busy at 9 am.
Jewel Changi Airport,Thursday,37% busy at 10 am.
Jewel Changi Airport,Thursday,44% busy at 11 am.
Jewel Changi Airport,Thursday,51% busy at 12 pm.
Jewel Changi Airport,Thursday,56% busy at 1 pm.
Jewel Changi Airport,Thursday,57% busy at 2 pm.
Jewel Changi Airport,Thursday,57% busy at 3 pm.
Jewel Changi Airport,Thursday,58% busy at 4 pm.
Jewel Changi Airport,Thursday,60% busy at 5 pm.
Jewel Changi Airport,Thursday,65% busy at 6 pm.
Jewel Changi Airport,Thursday,67% busy at 7 pm.
Jewel Changi Airport,Thursday,65% busy at 8 pm.
Jewel Changi Airport,Thursday,61% busy at 9 pm.
Jewel Changi Airport,Thursday,55% busy at 10 pm.
Jewel Changi Airport,Thursday,47% busy at 11 pm.
Jewel Changi Airport,Thursday,32% busy at 12 am.
Jewel Changi Airport,Thursday,20% busy at 1 am.
Jewel Changi Airport,Thursday,12% busy at 2 am.
Jewel Changi Airport,Thursday,11% busy at 3 am.
Jewel Changi Airport,Friday,13% busy at 4 am.
Jewel Changi Airport,Friday,17% busy at 5 am.
Jewel Changi Airport,Friday,22% busy at 6 am.
Jewel Changi Airport,Friday,27% busy at 7 am.
Jewel Changi Airport,Friday,31% busy at 8 am.
Jewel Changi Airport,Friday,35% busy at 9 am.
Jewel Changi Airport,Friday,41% busy at 10 am.
Jewel Changi Airport,Friday,49% busy at 11 am.
Jewel Changi Airport,Friday,57% busy at 12 pm.
Jewel Changi Airport,Friday,63% busy at 1 pm.
Jewel Changi Airport,Friday,65% busy at 2 pm.
Jewel Changi Airport,Friday,64% busy at 3 pm.
Jewel Changi Airport,Friday,65% busy at 4 pm.
Jewel Changi Airport,Friday,71% busy at 5 pm.
Jewel Changi Airport,Friday,80% busy at 6 pm.
Jewel Changi Airport,Friday,88% busy at 7 pm.
Jewel Changi Airport,Friday,87% busy at 8 pm.
Jewel Changi Airport,Friday,79% busy at 9 pm.
Jewel Changi Airport,Friday,68% busy at 10 pm.
Jewel Changi Airport,Friday,55% busy at 11 pm.
Jewel Changi Airport,Friday,37% busy at 12 am.
Jewel Changi Airport,Friday,23% busy at 1 am.
Jewel Changi Airport,Friday,14% busy at 2 am.
Jewel Changi Airport,Friday,11% busy at 3 am.
Jewel Changi Airport,Saturday,14% busy at 4 am.
Jewel Changi Airport,Saturday,19% busy at 5 am.
Jewel Changi Airport,Saturday,24% busy at 6 am.
Jewel Changi Airport,Saturday,28% busy at 7 am.
Jewel Changi Airport,Saturday,32% busy at 8 am.
Jewel Changi Airport,Saturday,36% busy at 9 am.
Jewel Changi Airport,Saturday,41% busy at 10 am.
Jewel Changi Airport,Saturday,49% busy at 11 am.
Jewel Changi Airport,Saturday,57% busy at 12 pm.
Jewel Changi Airport,Saturday,64% busy at 1 pm.
Jewel Changi Airport,Saturday,69% busy at 2 pm.
Jewel Changi Airport,Saturday,72% busy at 3 pm.
Jewel Changi Airport,Saturday,77% busy at 4 pm.
Jewel Changi Airport,Saturday,85% busy at 5 pm.
Jewel Changi Airport,Saturday,95% busy at 6 pm.
Jewel Changi Airport,Saturday,100% busy at 7 pm.
Jewel Changi Airport,Saturday,96% busy at 8 pm.
Jewel Changi Airport,Saturday,85% busy at 9 pm.
Jewel Changi Airport,Saturday,69% busy at 10 pm.
Jewel Changi Airport,Saturday,53% busy at 11 pm.
Jewel Changi Airport,Saturday,34% busy at 12 am.
Jewel Changi Airport,Saturday,21% busy at 1 am.
Jewel Changi Airport,Saturday,14% busy at 2 am.
Jewel Changi Airport,Saturday,12% busy at 3 am.
Bukit Gombak Hill,Sunday,0% busy at 4 am.
Bukit Gombak Hill,Sunday,5% busy at 5 am.
Bukit Gombak Hill,Sunday,16% busy at 6 am.
Bukit Gombak Hill,Sunday,11% busy at 7 am.
Bukit Gombak Hill,Sunday,11% busy at 8 am.
Bukit Gombak Hill,Sunday,22% busy at 9 am.
Bukit Gombak Hill,Sunday,11% busy at 10 am.
Bukit Gombak Hill,Sunday,5% busy at 11 am.
Bukit Gombak Hill,Sunday,0% busy at 12 pm.
Bukit Gombak Hill,Sunday,0% busy at 1 pm.
Bukit Gombak Hill,Sunday,0% busy at 2 pm.
Bukit Gombak Hill,Sunday,5% busy at 3 pm.
Bukit Gombak Hill,Sunday,16% busy at 4 pm.
Bukit Gombak Hill,Sunday,"Currently 100% busy, usually 33% busy."
Bukit Gombak Hill,Sunday,50% busy at 6 pm.
Bukit Gombak Hill,Sunday,66% busy at 7 pm.
Bukit Gombak Hill,Sunday,61% busy at 8 pm.
Bukit Gombak Hill,Sunday,27% busy at 9 pm.
Bukit Gombak Hill,Sunday,5% busy at 10 pm.
Bukit Gombak Hill,Sunday,5% busy at 11 pm.
Bukit Gombak Hill,Sunday,11% busy at 12 am.
Bukit Gombak Hill,Sunday,5% busy at 1 am.
Bukit Gombak Hill,Sunday,0% busy at 2 am.
Bukit Gombak Hill,Sunday,0% busy at 3 am.
Bukit Gombak Hill,Monday,5% busy at 4 am.
Bukit Gombak Hill,Monday,5% busy at 5 am.
Bukit Gombak Hill,Monday,5% busy at 6 am.
Bukit Gombak Hill,Monday,5% busy at 7 am.
Bukit Gombak Hill,Monday,0% busy at 8 am.
Bukit Gombak Hill,Monday,0% busy at 9 am.
Bukit Gombak Hill,Monday,0% busy at 10 am.
Bukit Gombak Hill,Monday,0% busy at 11 am.
Bukit Gombak Hill,Monday,5% busy at 12 pm.
Bukit Gombak Hill,Monday,11% busy at 1 pm.
Bukit Gombak Hill,Monday,27% busy at 2 pm.
Bukit Gombak Hill,Monday,11% busy at 3 pm.
Bukit Gombak Hill,Monday,5% busy at 4 pm.
Bukit Gombak Hill,Monday,0% busy at 5 pm.
Bukit Gombak Hill,Monday,0% busy at 6 pm.
Bukit Gombak Hill,Monday,5% busy at 7 pm.
Bukit Gombak Hill,Monday,0% busy at 8 pm.
Bukit Gombak Hill,Monday,0% busy at 9 pm.
Bukit Gombak Hill,Monday,0% busy at 10 pm.
Bukit Gombak Hill,Monday,0% busy at 11 pm.
Bukit Gombak Hill,Monday,5% busy at 12 am.
Bukit Gombak Hill,Monday,16% busy at 1 am.
Bukit Gombak Hill,Monday,33% busy at 2 am.
Bukit Gombak Hill,Monday,16% busy at 3 am.
Bukit Gombak Hill,Tuesday,27% busy at 4 am.
Bukit Gombak Hill,Tuesday,16% busy at 5 am.
Bukit Gombak Hill,Tuesday,22% busy at 6 am.
Bukit Gombak Hill,Tuesday,38% busy at 7 am.
Bukit Gombak Hill,Tuesday,50% busy at 8 am.
Bukit Gombak Hill,Tuesday,22% busy at 9 am.
Bukit Gombak Hill,Tuesday,11% busy at 10 am.
Bukit Gombak Hill,Tuesday,16% busy at 11 am.
Bukit Gombak Hill,Tuesday,44% busy at 12 pm.
Bukit Gombak Hill,Tuesday,38% busy at 1 pm.
Bukit Gombak Hill,Tuesday,61% busy at 2 pm.
Bukit Gombak Hill,Tuesday,50% busy at 3 pm.
Bukit Gombak Hill,Tuesday,22% busy at 4 pm.
Bukit Gombak Hill,Tuesday,5% busy at 5 pm.
Bukit Gombak Hill,Tuesday,0% busy at 6 pm.
Bukit Gombak Hill,Tuesday,0% busy at 7 pm.
Bukit Gombak Hill,Tuesday,0% busy at 8 pm.
Bukit Gombak Hill,Tuesday,0% busy at 9 pm.
Bukit Gombak Hill,Tuesday,5% busy at 10 pm.
Bukit Gombak Hill,Tuesday,11% busy at 11 pm.
Bukit Gombak Hill,Tuesday,27% busy at 12 am.
Bukit Gombak Hill,Tuesday,11% busy at 1 am.
Bukit Gombak Hill,Tuesday,11% busy at 2 am.
Bukit Gombak Hill,Tuesday,11% busy at 3 am.
Bukit Gombak Hill,Wednesday,16% busy at 4 am.
Bukit Gombak Hill,Wednesday,33% busy at 5 am.
Bukit Gombak Hill,Wednesday,16% busy at 6 am.
Bukit Gombak Hill,Wednesday,22% busy at 7 am.
Bukit Gombak Hill,Wednesday,44% busy at 8 am.
Bukit Gombak Hill,Wednesday,61% busy at 9 am.
Bukit Gombak Hill,Wednesday,27% busy at 10 am.
Bukit Gombak Hill,Wednesday,16% busy at 11 am.
Bukit Gombak Hill,Wednesday,11% busy at 12 pm.
Bukit Gombak Hill,Wednesday,27% busy at 1 pm.
Bukit Gombak Hill,Wednesday,22% busy at 2 pm.
Bukit Gombak Hill,Wednesday,33% busy at 3 pm.
Bukit Gombak Hill,Wednesday,11% busy at 4 pm.
Bukit Gombak Hill,Wednesday,5% busy at 5 pm.
Bukit Gombak Hill,Wednesday,0% busy at 6 pm.
Bukit Gombak Hill,Wednesday,0% busy at 7 pm.
Bukit Gombak Hill,Wednesday,0% busy at 8 pm.
Bukit Gombak Hill,Wednesday,5% busy at 9 pm.
Bukit Gombak Hill,Wednesday,33% busy at 10 pm.
Bukit Gombak Hill,Wednesday,72% busy at 11 pm.
Bukit Gombak Hill,Wednesday,100% busy at 12 am.
Bukit Gombak Hill,Wednesday,55% busy at 1 am.
Bukit Gombak Hill,Wednesday,22% busy at 2 am.
Bukit Gombak Hill,Wednesday,5% busy at 3 am.
Bukit Gombak Hill,Thursday,5% busy at 4 am.
Bukit Gombak Hill,Thursday,11% busy at 5 am.
Bukit Gombak Hill,Thursday,16% busy at 6 am.
Bukit Gombak Hill,Thursday,27% busy at 7 am.
Bukit Gombak Hill,Thursday,38% busy at 8 am.
Bukit Gombak Hill,Thursday,16% busy at 9 am.
Bukit Gombak Hill,Thursday,5% busy at 10 am.
Bukit Gombak Hill,Thursday,0% busy at 11 am.
Bukit Gombak Hill,Thursday,0% busy at 12 pm.
Bukit Gombak Hill,Thursday,0% busy at 1 pm.
Bukit Gombak Hill,Thursday,0% busy at 2 pm.
Bukit Gombak Hill,Thursday,0% busy at 3 pm.
Bukit Gombak Hill,Thursday,11% busy at 4 pm.
Bukit Gombak Hill,Thursday,33% busy at 5 pm.
Bukit Gombak Hill,Thursday,72% busy at 6 pm.
Bukit Gombak Hill,Thursday,55% busy at 7 pm.
Bukit Gombak Hill,Thursday,22% busy at 8 pm.
Bukit Gombak Hill,Thursday,5% busy at 9 pm.
Bukit Gombak Hill,Thursday,5% busy at 10 pm.
Bukit Gombak Hill,Thursday,16% busy at 11 pm.
Bukit Gombak Hill,Thursday,44% busy at 12 am.
Bukit Gombak Hill,Thursday,27% busy at 1 am.
Bukit Gombak Hill,Thursday,11% busy at 2 am.
Bukit Gombak Hill,Thursday,0% busy at 3 am.
Bukit Gombak Hill,Friday,44% busy at 4 am.
Bukit Gombak Hill,Friday,61% busy at 5 am.
Bukit Gombak Hill,Friday,44% busy at 6 am.
Bukit Gombak Hill,Friday,50% busy at 7 am.
Bukit Gombak Hill,Friday,66% busy at 8 am.
Bukit Gombak Hill,Friday,33% busy at 9 am.
Bukit Gombak Hill,Friday,27% busy at 10 am.
Bukit Gombak Hill,Friday,16% busy at 11 am.
Bukit Gombak Hill,Friday,27% busy at 12 pm.
Bukit Gombak Hill,Friday,11% busy at 1 pm.
Bukit Gombak Hill,Friday,5% busy at 2 pm.
Bukit Gombak Hill,Friday,5% busy at 3 pm.
Bukit Gombak Hill,Friday,22% busy at 4 pm.
Bukit Gombak Hill,Friday,50% busy at 5 pm.
Bukit Gombak Hill,Friday,50% busy at 6 pm.
Bukit Gombak Hill,Friday,27% busy at 7 pm.
Bukit Gombak Hill,Friday,22% busy at 8 pm.
Bukit Gombak Hill,Friday,22% busy at 9 pm.
Bukit Gombak Hill,Friday,22% busy at 10 pm.
Bukit Gombak Hill,Friday,5% busy at 11 pm.
Bukit Gombak Hill,Friday,0% busy at 12 am.
Bukit Gombak Hill,Friday,5% busy at 1 am.
Bukit Gombak Hill,Friday,16% busy at 2 am.
Bukit Gombak Hill,Friday,22% busy at 3 am.
Bukit Gombak Hill,Saturday,11% busy at 4 am.
Bukit Gombak Hill,Saturday,22% busy at 5 am.
Bukit Gombak Hill,Saturday,27% busy at 6 am.
Bukit Gombak Hill,Saturday,11% busy at 7 am.
Bukit Gombak Hill,Saturday,5% busy at 8 am.
Bukit Gombak Hill,Saturday,0% busy at 9 am.
Bukit Gombak Hill,Saturday,0% busy at 10 am.
Bukit Gombak Hill,Saturday,0% busy at 11 am.
Bukit Gombak Hill,Saturday,11% busy at 12 pm.
Bukit Gombak Hill,Saturday,16% busy at 1 pm.
Bukit Gombak Hill,Saturday,22% busy at 2 pm.
Bukit Gombak Hill,Saturday,11% busy at 3 pm.
Bukit Gombak Hill,Saturday,11% busy at 4 pm.
Bukit Gombak Hill,Saturday,5% busy at 5 pm.
Bukit Gombak Hill,Saturday,5% busy at 6 pm.
Bukit Gombak Hill,Saturday,16% busy at 7 pm.
Bukit Gombak Hill,Saturday,38% busy at 8 pm.
Bukit Gombak Hill,Saturday,33% busy at 9 pm.
Bukit Gombak Hill,Saturday,27% busy at 10 pm.
Bukit Gombak Hill,Saturday,16% busy at 11 pm.
Bukit Gombak Hill,Saturday,22% busy at 12 am.
Bukit Gombak Hill,Saturday,5% busy at 1 am.
Bukit Gombak Hill,Saturday,0% busy at 2 am.
Bukit Gombak Hill,Saturday,0% busy at 3 am.
